id,label
8264,0
8265,1
8266,0
8267,0
8268,1
8269,1
8270,0
8271,1
8272,1
8273,0
8274,1
8275,1
8276,1
8277,0
8278,1
8279,1
8280,1
8281,0
8282,0
8283,0
8284,0
8285,0
8286,0
8287,0
8288,0
8289,1
8290,1
8291,0
8292,1
8293,1
8294,1
8295,0
8296,1
8297,0
8298,0
8299,1
8300,1
8301,1
8302,1
8303,1
8304,1
8305,0
8306,0
8307,0
8308,1
8309,1
8310,0
8311,0
8312,1
8313,1
8314,0
8315,1
8316,1
8317,1
8318,1
8319,0
8320,0
8321,1
8322,1
8323,1
8324,0
8325,1
8326,1
8327,1
8328,1
8329,1
8330,0
8331,0
8332,1
8333,1
8334,0
8335,1
8336,0
8337,1
8338,1
8339,1
8340,0
8341,0
8342,0
8343,1
8344,1
8345,0
8346,1
8347,0
8348,1
8349,1
8350,1
8351,0
8352,1
8353,0
8354,1
8355,0
8356,0
8357,0
8358,1
8359,0
8360,0
8361,1
8362,0
8363,1
8364,0
8365,1
8366,1
8367,1
8368,1
8369,0
8370,0
8371,1
8372,1
8373,0
8374,1
8375,0
8376,0
8377,1
8378,1
8379,1
8380,1
8381,0
8382,1
8383,1
8384,1
8385,1
8386,0
8387,1
8388,1
8389,1
8390,1
8391,1
8392,1
8393,1
8394,1
8395,1
8396,1
8397,1
8398,1
8399,1
8400,0
8401,1
8402,1
8403,1
8404,0
8405,1
8406,1
8407,0
8408,0
8409,0
8410,1
8411,1
8412,0
8413,1
8414,1
8415,0
8416,1
8417,1
8418,0
8419,1
8420,1
8421,1
8422,0
8423,1
8424,1
8425,1
8426,1
8427,0
8428,1
8429,1
8430,0
8431,1
8432,1
8433,1
8434,1
8435,1
8436,0
8437,1
8438,1
8439,1
8440,0
8441,0
8442,0
8443,1
8444,0
8445,0
8446,1
8447,0
8448,1
8449,1
8450,1
8451,0
8452,0
8453,1
8454,1
8455,0
8456,1
8457,1
8458,1
8459,0
8460,0
8461,1
8462,1
8463,1
8464,1
8465,0
8466,1
8467,1
8468,1
8469,1
8470,0
8471,0
8472,0
8473,1
8474,0
8475,0
8476,0
8477,1
8478,1
8479,0
8480,1
8481,1
8482,1
8483,1
8484,1
8485,1
8486,1
8487,1
8488,1
8489,0
8490,1
8491,0
8492,1
8493,0
8494,1
8495,0
8496,1
8497,0
8498,1
8499,1
8500,1
8501,0
8502,0
8503,0
8504,1
8505,1
8506,0
8507,0
8508,1
8509,1
8510,0
8511,0
8512,1
8513,1
8514,1
8515,0
8516,1
8517,0
8518,1
8519,1
8520,1
8521,1
8522,1
8523,1
8524,1
8525,1
8526,0
8527,1
8528,1
8529,1
8530,0
8531,1
8532,1
8533,0
8534,1
8535,1
8536,1
8537,0
8538,1
8539,1
8540,0
8541,1
8542,1
8543,1
8544,0
8545,1
8546,0
8547,1
8548,1
8549,0
8550,0
8551,1
8552,0
8553,1
8554,0
8555,0
8556,0
8557,0
8558,1
8559,0
8560,1
8561,0
8562,1
8563,0
8564,1
8565,0
8566,1
8567,0
8568,0
8569,1
8570,0
8571,0
8572,1
8573,0
8574,1
8575,0
8576,0
8577,1
8578,0
8579,0
8580,0
8581,0
8582,1
8583,1
8584,0
8585,1
8586,1
8587,0
8588,1
8589,0
8590,0
8591,1
8592,1
8593,1
8594,1
8595,0
8596,1
8597,1
8598,0
8599,0
8600,0
8601,0
8602,0
8603,1
8604,0
8605,1
8606,1
8607,0
8608,0
8609,0
8610,1
8611,0
8612,0
8613,1
8614,0
8615,0
8616,1
8617,1
8618,0
8619,1
8620,1
8621,1
8622,0
8623,0
8624,1
8625,1
8626,0
8627,0
8628,1
8629,1
8630,1
8631,1
8632,1
8633,0
8634,0
8635,1
8636,0
8637,1
8638,1
8639,1
8640,1
8641,1
8642,1
8643,1
8644,1
8645,0
8646,1
8647,0
8648,1
8649,1
8650,1
8651,1
8652,0
8653,1
8654,0
8655,1
8656,1
8657,1
8658,1
8659,1
8660,1
8661,1
8662,1
8663,1
8664,1
8665,0
8666,0
8667,0
8668,1
8669,1
8670,0
8671,1
8672,0
8673,1
8674,1
8675,0
8676,1
8677,1
8678,1
8679,1
8680,1
8681,0
8682,0
8683,1
8684,1
8685,1
8686,1
8687,1
8688,1
8689,0
8690,1
8691,1
8692,1
8693,1
8694,0
8695,0
8696,1
8697,1
8698,0
8699,1
8700,1
8701,1
8702,1
8703,0
8704,0
8705,0
8706,1
8707,0
8708,1
8709,1
8710,0
8711,0
8712,1
8713,1
8714,0
8715,1
8716,0
8717,1
8718,1
8719,0
8720,1
8721,0
8722,0
8723,0
8724,1
8725,1
8726,0
8727,1
8728,1
8729,0
8730,0
8731,0
8732,1
8733,0
8734,1
8735,1
8736,0
8737,0
8738,0
8739,0
8740,1
8741,0
8742,1
8743,1
8744,1
8745,0
8746,1
8747,0
8748,1
8749,1
8750,0
8751,0
8752,1
8753,1
8754,0
8755,1
8756,0
8757,1
8758,1
8759,0
8760,1
8761,0
8762,1
8763,1
8764,0
8765,1
8766,1
8767,0
8768,1
8769,1
8770,1
8771,0
8772,1
8773,1
8774,0
8775,1
8776,1
8777,0
8778,1
8779,1
8780,1
8781,1
8782,1
8783,1
8784,0
8785,1
8786,1
8787,1
8788,0
8789,0
8790,1
8791,1
8792,1
8793,0
8794,1
8795,1
8796,0
8797,1
8798,1
8799,1
8800,1
8801,0
8802,1
8803,1
8804,0
8805,1
8806,1
8807,1
8808,1
8809,0
8810,0
8811,1
8812,0
8813,0
8814,1
8815,1
8816,0
8817,1
8818,1
8819,0
8820,0
8821,1
8822,1
8823,0
8824,0
8825,0
8826,1
8827,1
8828,0
8829,1
8830,0
8831,0
8832,1
8833,1
8834,1
8835,1
8836,1
8837,0
8838,0
8839,1
8840,1
8841,1
8842,0
8843,1
8844,0
8845,0
8846,1
8847,0
8848,0
8849,1
8850,1
8851,0
8852,0
8853,1
8854,0
8855,0
8856,1
8857,1
8858,0
8859,1
8860,1
8861,0
8862,1
8863,1
8864,1
8865,1
8866,1
8867,1
8868,1
8869,0
8870,1
8871,1
8872,1
8873,0
8874,1
8875,1
8876,1
8877,1
8878,0
8879,1
8880,1
8881,0
8882,1
8883,1
8884,1
8885,0
8886,0
8887,1
8888,0
8889,1
8890,0
8891,1
8892,0
8893,0
8894,1
8895,0
8896,0
8897,0
8898,1
8899,1
8900,0
8901,1
8902,0
8903,0
8904,0
8905,1
8906,1
8907,1
8908,1
8909,1
8910,1
8911,1
8912,0
8913,1
8914,1
8915,0
8916,0
8917,1
8918,1
8919,0
8920,1
8921,1
8922,1
8923,1
8924,1
8925,0
8926,0
8927,0
8928,1
8929,1
8930,1
8931,1
8932,0
8933,1
8934,0
8935,1
8936,1
8937,1
8938,1
8939,0
8940,1
8941,0
8942,1
8943,1
8944,1
8945,1
8946,1
8947,0
8948,0
8949,0
8950,1
8951,1
8952,1
8953,1
8954,1
8955,1
8956,1
8957,1
8958,1
8959,0
8960,1
8961,1
8962,1
8963,1
8964,0
8965,1
8966,0
8967,1
8968,1
8969,0
8970,0
8971,1
8972,1
8973,1
8974,1
8975,1
8976,1
8977,1
8978,1
8979,0
8980,0
8981,1
8982,1
8983,0
8984,1
8985,1
8986,1
8987,1
8988,1
8989,1
8990,1
8991,1
8992,1
8993,1
8994,1
8995,0
8996,1
8997,1
8998,1
8999,1
9000,0
9001,0
9002,1
9003,0
9004,1
9005,1
9006,0
9007,1
9008,0
9009,0
9010,0
9011,0
9012,1
9013,0
9014,1
9015,0
9016,1
9017,1
9018,0
9019,1
9020,1
9021,1
9022,0
9023,0
9024,1
9025,0
9026,1
9027,1
9028,1
9029,1
9030,1
9031,1
9032,1
9033,1
9034,0
9035,1
9036,1
9037,1
9038,0
9039,1
9040,1
9041,0
9042,0
9043,1
9044,0
9045,1
9046,1
9047,1
9048,1
9049,1
9050,1
9051,1
9052,0
9053,0
9054,1
9055,1
9056,0
9057,1
9058,0
9059,0
9060,0
9061,1
9062,0
9063,0
9064,1
9065,1
9066,1
9067,0
9068,1
9069,1
9070,1
9071,1
9072,0
9073,0
9074,0
9075,0
9076,1
9077,0
9078,0
9079,0
9080,0
9081,1
9082,0
9083,1
9084,0
9085,0
9086,1
9087,1
9088,1
9089,1
9090,1
9091,1
9092,1
9093,0
9094,1
9095,1
9096,1
9097,1
9098,1
9099,1
9100,0
9101,1
9102,0
9103,1
9104,0
9105,1
9106,0
9107,1
9108,1
9109,1
9110,1
9111,1
9112,0
9113,1
9114,0
9115,1
9116,0
9117,1
9118,1
9119,0
9120,1
9121,1
9122,1
9123,0
9124,1
9125,1
9126,1
9127,1
9128,0
9129,0
9130,1
9131,1
9132,1
9133,1
9134,0
9135,0
9136,0
9137,1
9138,0
9139,0
9140,1
9141,0
9142,0
9143,1
9144,1
9145,0
9146,1
9147,1
9148,1
9149,1
9150,1
9151,0
9152,0
9153,1
9154,0
9155,0
9156,1
9157,1
9158,0
9159,0
9160,1
9161,1
9162,1
9163,1
9164,0
9165,1
9166,0
9167,0
9168,0
9169,1
9170,1
9171,1
9172,0
9173,0
9174,1
9175,0
9176,0
9177,1
9178,0
9179,0
9180,0
9181,1
9182,0
9183,0
9184,0
9185,0
9186,1
9187,1
9188,1
9189,0
9190,0
9191,0
9192,1
9193,0
9194,1
9195,1
9196,1
9197,1
9198,1
9199,0
9200,0
9201,0
9202,1
9203,1
9204,1
9205,1
9206,1
9207,0
9208,1
9209,1
9210,0
9211,1
9212,0
9213,1
9214,1
9215,1
9216,1
9217,1
9218,0
9219,1
9220,1
9221,0
9222,1
9223,1
9224,0
9225,0
9226,1
9227,1
9228,1
9229,0
9230,0
9231,1
9232,0
9233,1
9234,0
9235,1
9236,0
9237,0
9238,1
9239,1
9240,0
9241,1
9242,1
9243,0
9244,1
9245,0
9246,0
9247,0
9248,0
9249,1
9250,0
9251,0
9252,1
9253,1
9254,0
9255,0
9256,0
9257,0
9258,0
9259,1
9260,1
9261,1
9262,1
9263,1
9264,1
9265,1
9266,1
9267,1
9268,1
9269,0
9270,0
9271,1
9272,0
9273,0
9274,0
9275,0
9276,1
9277,0
9278,1
9279,1
9280,0
9281,0
9282,0
9283,0
9284,1
9285,1
9286,1
9287,0
9288,1
9289,0
9290,1
9291,1
9292,1
9293,0
9294,1
9295,1
9296,0
9297,1
9298,0
9299,1
9300,1
9301,0
9302,1
9303,1
9304,1
9305,1
9306,1
9307,1
9308,0
9309,1
9310,0
9311,0
9312,0
9313,0
9314,1
9315,1
9316,0
9317,1
9318,0
9319,1
9320,1
9321,0
9322,1
9323,1
9324,1
9325,1
9326,0
9327,1
9328,1
9329,1
9330,1
9331,1
9332,0
9333,0
9334,1
9335,0
9336,1
9337,1
9338,1
9339,1
9340,1
9341,0
9342,0
9343,1
9344,1
9345,1
9346,1
9347,0
9348,1
9349,0
9350,1
9351,0
9352,0
9353,1
9354,1
9355,0
9356,0
9357,1
9358,1
9359,1
9360,0
9361,1
9362,1
9363,1
9364,1
9365,1
9366,1
9367,0
9368,1
9369,1
9370,1
9371,1
9372,0
9373,1
9374,0
9375,1
9376,1
9377,0
9378,1
9379,0
9380,1
9381,1
9382,0
9383,1
9384,0
9385,0
9386,1
9387,0
9388,1
9389,1
9390,0
9391,1
9392,1
9393,1
9394,1
9395,0
9396,1
9397,0
9398,0
9399,0
9400,0
9401,1
9402,1
9403,0
9404,0
9405,1
9406,0
9407,0
9408,1
9409,0
9410,1
9411,1
9412,0
9413,1
9414,1
9415,1
9416,1
9417,0
9418,0
9419,0
9420,0
9421,1
9422,1
9423,0
9424,1
9425,1
9426,1
9427,1
9428,1
9429,1
9430,1
9431,0
9432,0
9433,0
9434,0
9435,1
9436,0
9437,1
9438,0
9439,0
9440,1
9441,0
9442,0
9443,1
9444,0
9445,1
9446,0
9447,0
9448,1
9449,0
9450,0
9451,0
9452,0
9453,1
9454,0
9455,1
9456,1
9457,0
9458,0
9459,0
9460,1
9461,0
9462,1
9463,1
9464,0
9465,0
9466,0
9467,0
9468,1
9469,0
9470,1
9471,0
9472,1
9473,0
9474,1
9475,0
9476,0
9477,0
9478,1
9479,0
9480,0
9481,0
9482,0
9483,1
9484,0
9485,1
9486,0
9487,0
9488,0
9489,1
9490,1
9491,1
9492,1
9493,0
9494,0
9495,0
9496,1
9497,0
9498,1
9499,1
9500,1
9501,0
9502,0
9503,1
9504,1
9505,1
9506,0
9507,1
9508,1
9509,0
9510,1
9511,1
9512,1
9513,1
9514,1
9515,0
9516,1
9517,1
9518,1
9519,0
9520,1
9521,0
9522,1
9523,1
9524,1
9525,1
9526,0
9527,1
9528,1
9529,1
9530,1
9531,0
9532,1
9533,1
9534,1
9535,1
9536,1
9537,1
9538,0
9539,0
9540,1
9541,0
9542,1
9543,0
9544,0
9545,1
9546,1
9547,0
9548,1
9549,1
9550,0
9551,1
9552,0
9553,1
9554,0
9555,1
9556,1
9557,1
9558,0
9559,1
9560,0
9561,1
9562,1
9563,1
9564,0
9565,1
9566,1
9567,1
9568,1
9569,1
9570,1
9571,0
9572,1
9573,1
9574,1
9575,1
9576,1
9577,1
9578,1
9579,1
9580,1
9581,1
9582,0
9583,1
9584,1
9585,1
9586,1
9587,0
9588,1
9589,1
9590,1
9591,0
9592,0
9593,1
9594,1
9595,0
9596,1
9597,1
9598,0
9599,1
9600,1
9601,1
9602,0
9603,0
9604,1
9605,1
9606,1
9607,1
9608,0
9609,1
9610,1
9611,0
9612,1
9613,1
9614,1
9615,1
9616,1
9617,1
9618,0
9619,1
9620,1
9621,1
9622,1
9623,1
9624,1
9625,1
9626,1
9627,1
9628,0
9629,0
9630,0
9631,1
9632,1
9633,0
9634,1
9635,1
9636,1
9637,1
9638,1
9639,0
9640,0
9641,1
9642,0
9643,0
9644,1
9645,1
9646,1
9647,1
9648,1
9649,0
9650,1
9651,1
9652,0
9653,0
9654,0
9655,0
9656,0
9657,0
9658,1
9659,1
9660,1
9661,0
9662,0
9663,0
9664,1
9665,1
9666,1
9667,0
9668,1
9669,0
9670,0
9671,1
9672,1
9673,0
9674,1
9675,1
9676,1
9677,0
9678,0
9679,0
9680,1
9681,1
9682,0
9683,1
9684,1
9685,0
9686,1
9687,1
9688,1
9689,0
9690,0
9691,0
9692,0
9693,0
9694,1
9695,0
9696,0
9697,1
9698,1
9699,1
9700,0
9701,0
9702,0
9703,0
9704,1
9705,0
9706,0
9707,0
9708,1
9709,1
9710,0
9711,1
9712,0
9713,0
9714,1
9715,0
9716,1
9717,0
9718,1
9719,0
9720,0
9721,1
9722,1
9723,1
9724,1
9725,1
9726,1
9727,1
9728,1
9729,1
9730,0
9731,1
9732,1
9733,1
9734,0
9735,1
9736,1
9737,1
9738,0
9739,1
9740,0
9741,0
9742,0
9743,1
9744,0
9745,1
9746,1
9747,1
9748,1
9749,1
9750,1
9751,1
9752,0
9753,1
9754,1
9755,0
9756,0
9757,1
9758,0
9759,1
9760,1
9761,1
9762,1
9763,1
9764,0
9765,0
9766,0
9767,0
9768,0
9769,1
9770,1
9771,1
9772,0
9773,1
9774,0
9775,1
9776,1
9777,0
9778,0
9779,1
9780,1
9781,1
9782,1
9783,1
9784,0
9785,1
9786,0
9787,1
9788,0
9789,0
9790,1
9791,1
9792,1
9793,0
9794,1
9795,1
9796,0
9797,0
9798,0
9799,1
9800,0
9801,1
9802,0
9803,0
9804,0
9805,1
9806,1
9807,0
9808,0
9809,0
9810,1
9811,0
9812,0
9813,0
9814,0
9815,0
9816,1
9817,0
9818,0
9819,0
9820,1
9821,0
9822,0
9823,0
9824,1
9825,0
9826,0
9827,1
9828,0
9829,1
9830,0
9831,1
9832,1
9833,1
9834,1
9835,1
9836,1
9837,0
9838,1
9839,0
9840,0
9841,0
9842,1
9843,1
9844,1
9845,0
9846,0
9847,1
9848,0
9849,1
9850,1
9851,0
9852,0
9853,1
9854,1
9855,1
9856,0
9857,1
9858,1
9859,1
9860,1
9861,0
9862,1
9863,0
9864,1
9865,0
9866,1
9867,1
9868,1
9869,1
9870,1
9871,1
9872,1
9873,0
